awt	D36-G43-X1-E28-N33A, D36-G43-X1-S38, D36-X1-D52-E28-Z2, D36-X1-G43-T14-A1-A1-A1, F40-G43-X1-T30, F40-X1-G43-N18, F40-X1-G43-Y1-Y1-Y1, F40-X1-G43-Y1-Z2, F40-X1-X2-X6-W22, F40-X1-Y1, S38-G43-X1-D52-Z2, S38-G43-X1-E8, T14-G43-X1-E1-Z2, T14-X1-Z2-E1, T14-Z7-X1-Z5-Z2	crook, sceptre , gifts , gifts, food , goats , herds in general , length of time , length of time, space , long-knife , men , small cattle , small cattle, goats, herds , small cattle, sheep, goats 
Awt a	F40-G43-X1-D36-Z1-Y1-Z2	gifts 
awt xAst	S38-G43-X1-E8-Z2-N25-X1-Z1	desert game 
Awy	F40-G43-G43, F40-G43-M17-M17-A24, F40-Z7-D40, F40-Z7-X1-D36, G1-F40-G43	announce someone verb, arouse oneself, masturbate verb, extend the arm verb, extend, present, announce, arouse 
Awy Drt	F40-G43-M17-M17-A24-D46-X1-Z1	lay hands on 
Ax	D36-Aa1-Q7, D36-Aa1-R1E, G1-Aa1, G1-Aa1-M15, G1-Aa1-Y1, G25, G25-Aa1, G25-Aa1-A51, G25-Aa1-Y1, G25-Z1, G25-Z1-A52	be a spirit, become a spirit, glorious, splendid, beneficial, useful, profitable, fame , be, become a spirit, beneficial, useful, profitable verb, brazier , papyrus thicket , spirit , the spirit - state , the spirit-state 
Ax bit	G1-Aa1-M15-L2-X1-O49, L2-X1-G1-Aa1-M15-O49, M15-L2-X1-O49	Chemmis locality
AXa	G1-F32-D36-D51	scratch, srape, carve, engrave 
AXat	G1-F32-D36-X1-D51	scratch, scar 
AxAx	G1-Aa1-G1-Aa1-M2, G1-Aa1-G1-Aa1-M3-Z2, G1-Aa1-G1-Aa1-N14-N14-N14	grow green , spars of ship ? , stars 
AXb	G1-F32-D58-A2	swallow verb
Axf	G1-Aa1-I9-Y1	fever of appetite ? 
Axfxf	G1-Aa1-I9-Aa1-I9-Q7	be fiery 
axi	D36-Aa1-H5, D36-Aa1-N1, D36-F32-G41, D36-F32-H5, D36-F32-T14-G41	fly verb, fly, fly away , raise up, hang men 
axm	D36-Aa1-Aa15-G12, D36-Aa1-G17-F10, D36-Aa1-G17-N35A, D36-Aa1-G17-Q7, D36-Aa1-G17-Q7-N35A, D36-F32-G17-G7, D36-F32-G17-I3	extinguish, destroy , extinguish, quench thirst , front of neck , image , image of god , quench thirst , voracious ? spirit 
axmt	D36-Aa1-G14-X1-N23-Z2	river - bank 
axmw	D36-Aa1-G17-Z7-M2-Z2, D36-F32-G17-Z7-M2-Z2, D36-F32-G17-Z7-P5-Z2	twigs 
aXnwty	D36-Aa1-W24-X1-Z4, D36-F26-N35-W24-Z7-U33-O1, D36-F26-W24-X1-O1, D36-F26-W24-X1-Z4-O1, D36-F26-W24-Z7-U33-X1-Z4-O1	audience - chamber , audience chamber 
axt	Aa1-G25-X1-N21, Aa1-G25-X1-Z2, D36-Aa1-X1-H5A, G1-M8-Aa1-X1, G25-Aa1-X1-D6, G25-Aa1-X1-I13, G25-Aa1-X1-Q7, G25-Aa1-X1-Y1, G25-Aa1-X1-Z8, G25-X1-I13, G25-X1-N27-O1, M8-Aa1-X1, M8-X1-N5, N21-G25-Z1, N27-X1-O1, X1-G25-Aa1, X1-G25-Aa1-N23-Z1	arable land , eye of god , flame , horizon , horizon, tomb of king , Inundation season , Inundation-season , swoop of falcon , uraes-serpent , uraeus - serpent , what is good, profitable, useful 
Axty	G25-Aa1-X1-Z8-U33-M17, N27-N27-A40, X1-G25-Aa1-Z8-Z8-A40	horizon - dweller , horizon-dweller 
Axtyw	G1-Aa1-G4-N33A, G25-Aa1-G4-B53-B53-B53, N27-X1-G4, N27-X1-O1-G4-A40-Z3	horizon - dwellers , horizon - dwellers a remote people plural
Axw	G1-Aa1-G43-N8, G25-Aa1-G43-Y1-Z2, G25-Aa1-N8, G25-Aa1-Y1, G25-Aa1-Y1-Z2, G25-Aa1-Z2-G43, G25-Y1-Z2, M17-G1-Aa1-G43-N8, N8-G43-A40, N8-G7	power of god , power of god, mastery over work , sunlight, sunshine 
axx	D36-Aa1-Aa1-Q7	evaporate, consume 
axxw	D36-Aa1-Aa1-Z7-N2	twilight 
Axyt	G25-Aa1-M17-M17-X1-O1, N27-X1-O1	still - room , still-room ? 
Ayt	G1-M17-M17-X1-G37, G1-X1-A24	blanch , blanch ? 
bA	D58-G29-F9-F27, D58-G29-G1-F27, D58-G29-G1-U7-D40, D58-G29-X11-E24, E10, G225, G29, G29-Z1, G29-Z1-Z6, G53-Z1, R7-E10, W10A-G29-Z6	be a soul, possess a soul , hack up the earth, hoe crops, destroy,devastate , hoe crops , leopard , leopard skin , possess a soul, be a soul , ram , ram noun, soul, BA 
bAAwt	D58-G29-G1-G1-Z7-X1-D53	virility 
baba	D58-D36-D58-D36-A30, D58-D36-D58-D36-N35A, D58-D36-D58-D36-Y1	drink 
babat	D58-D36-D58-D36-X1-N35A, D58-D58-X1-N23, D58-D58-X1-N35A, D58-G29-G1-D58-G29-G1-X1-N35A	inshore eddy , inshore eddy ? , stream 
bAbAw	D58-G29-D58-G29-G43-D12, D58-G29-D58-G29-G43-O1	hole socket of eye, apertures of head 
bAdt	D58-G29-G1-D46-X1-W10	ladle, dipper 
bAg	D58-G29-G1-W11-D4, D58-G29-G1-W11-N35A	sight ? , thick of fluids 
bAgg	D58-G29-G1-W11-W11-D53	male genitals 
bAgi	A7, D58-G29-G1-W11-A7, D58-G29-G1-W11-Z4-A7-G37, D58-W11-A7, D58-W11-Z4-G37	be slack, remiss , be slack, remiss verb, be weary, languid verb, be weary, languid, be slack, remiss verb, slackness, remissness noun, weariness, languor, slackness, remissness noun
bAgs	D58-G29-G1-W11-S29-M2, D58-W11-S29-Z7-M2-Z2	thorn bush , thorn bush ? 
bAgsw	D58-G29-W11-M23-Z7-N34, D58-W11-M23-G43-T8A	dagger 
bAgyw	D58-G29-G1-W11-A7-A40-Z3, D58-G29-G1-W11-M17-M17-A7-A40-Z3	the languid ones the dead 
bAH	D52-Z1-Z8, D58-D36-V28-G39-Z8, D58-D36-V28-K1-A2, D58-D36-V28-N35A-A40, D58-D36-V28-N35A-G32, D58-G29-G1-V28-D53, G32, G32-N35A-N36-N23, G32-Y1V	abundance , abundance as deity , basin for irrigation , be detested , inundated land , measure of capacity , phallus, glans 
baHi	D58-D36-V28-G32-Y1, G32	have abundance, be well - supplied, be inundated, flood, inundate verb
baHw	D58-D36-V28-G11, D58-D36-V28-G32, D58-D36-V28-G32-N35A, D58-D36-V28-G43-N35A, D59-V28-G32, G32	inundation, flood 
bAiw	D58-G29-G1-M17-M17-N35A, D58-G29-G1-M17-Z7-N35A	damp adjective
bAk	G29-V31-A1, G29-V31-D40	servant , work, work for someone, pay taxes, work horses, carry out a task, enslave 
bAkbAk	G29-V31-G29-V31-N33-Z2	a cake 
bAkt	G29-V31-X1-B1, G29-V31-X1-Y1-Z2, G29-V31-X1-Z2	maidservant , revenues, taxes , work, task, works of craftmanship, labour of captives, revenues, taxes 
bAkw	G29-V31-D40-Z2, G29-V31-G43-D40-Z2, G29-V31-G43-Y1-Z2	work, task , work, task, workmanship, execution of a design, revenues, taxes, impost, wages 
bant	D58-D36-N35-X1-F51B, D58-D36-N35-X1-H1	neck 
bAq	D58-G29-G1-N29-M1, D58-G29-G1-N29-M1-W24-Z2, D58-G29-G1-N29-Y1, D58-G29-N29-Y1, D58-N29-M1, D58-N29-W24-Z2, G29-N29-M1, G29-N29-M1-W24-Z2, G29-N29-M46B, N29-D58-M1, N29-D58-M1-W24-Z2	bright , fortunate , moringa oil , oily, bright , oily, bright, white, be dazzled of sight, clear of character, innocent, fortunate , tree moringa arabica 
bAs	D58-G29-S29-W1, D58-S29-W10B, G29-S29-W10B	devour , jar 
bAst	D58-G29-Q1-X1-O49, W1-X1-O49	Bubastis locality
bAstt	W1-X1-X1, W1-X1-X1-B1, W1-X1-X1-C164	Bastet divinity
bAt	D58-G29-G1-X1-M2, G29-G1-X1-F62, G29-Y8A	bush, wisp of corn , symbol of Hathor 
bAtyt	F62-X1-M17-M17	devotee of Hathor 
bAw	D58-G29-G1-Z7-P1, G30, G30-G43-Y1-Z2, G30-Y1-Z2, G53-Z1-A40-Z3	galley , power , souls of dead , souls of dead, power, deed of power 
bAXw	D58-F32-G43-D4-N25, D58-G29-G1-F32-G43-D5-N25, G29-O39-D4-N25, G29-O39-N25	Bahu: a region originally west of Egypt, later on, to the East , Bahu: a region originally west of Egypt, later on, to the East locality
bAy	D58-G29-M17-M17-F36A	foot-ewer 
bbr	D58-D58-D21-Z1-N25	Babel locality
bbt	D58-D58-X1-F51, D58-D58-X1-M2-Z2, D58-D58-X1-O1	herb inula gravedens , hole, cavity , region of collar-bones 
bbwt	D58-D58-G43-M17-M17-X1-D3, D58-D58-M17-M17-X1-D3, D58-D58-Z7-X1-D3	wig shoulder length ? 
bbwy	D58-D58-Z7-Z4-F51-F51	collar-bones 
bbyt	D58-D58-M17-M17-X1-F51	region of throat, hollows above collar-bone 
bd	D58-D46-R9-N33-Z2	natron 
bDA	D52-F51, D58-G29-G1-U28-W24, D58-G29-G1-U29-W24, D58-U28-G1-O39, D58-U28-G1-V1-Z2-M3, D58-U28-G1-W24, D58-U28-X11	jar , mast-head , penis , stiff roll of linen 
bddw kA	D58-D46-D46-G43-D28-D52-M2-Z2, D58-D46-D46-G43-D52-G43-M2-Z2	water - melon , water melon 
bdS	D58-D46-N37-A7, D58-D46-N37-O120	become faint, weak, exhausted 
bdS Hr	D58-D46-N37-A7-D2-Z1	downcast, faint - hearted 
bdSt	D58-D46-N37-X1-A7	weakness 
bdt	D58-D46-X1-M34, G29-Z1-D46-X1-Z5-M2, M34-D46-X1-U9-Z2, M34-X1-Z4-U9, M34-X1-Z4-U9-Z2	bed of gourds etc.. , bed of gourds etc.... , emmer 
bgAw	D58-W11-G1-Z7-N35A-A1	shipwrecked man 
bgsw	D58-W11-M23-G43-G37-Z2, D58-W11-O34-G37, D58-W11-S29-G37	wrongdoing 
bH	D58-V28-A24-Y1, D58-V28-Z4-D40	forced labour 
bhA	D58-O4-D54, D58-O4-G1-D54	flee 
bhAw	D58-O4-G1-Z7-D54-A1	fugitive 
bHdt	F18-D46-X1-O49	Behdet town in the Delta, Edfu in Upper Egypt 
bHdty	F18-D46-X1-O49, F18-D46-X1-Z4	He of Behdet the wingd sun - disk , He of Behdet the winged Sun Disk 
bHn	D58-V28-N35-F18, D58-V28-N35-T30, D58-V28-N35-W24-G43-A2, D58-V28-N35-W24-G43-F18	cut off limbs, drive off foes , drive off foes , howl of dog 
bHs	D58-V28-F18-S29, D58-V28-O34-F18-E3, D58-V28-S29-D40, D58-V28-S29-D54, D58-V28-S29-D56, F18-O34-E1, F18-O34-E3	calf , hunt 
bht	D58-O4-X1-S35	flabellum 
bi	D58-M17-N41-F18-A2	good deed 
biA	D58-F18-N41-N25, D58-M17-G1-N21-N41, D58-M17-G1-N41-N21-N33-Z2, D58-M17-G43-N20, D58-M17-G43-N22, D58-M17-N21-F18-O39-N33A, D58-M17-N41-F18, D58-M17-N41-O39, D58-N41-O39, D58-N41-O39-M17, D58-N41-X1, D58-W10-F18-N33-Z2, N41-D58-F18-N14, N41-D58-N14, N41-D58-O39	a mineral not metal , heaven , heaven, firmament , metal bronze ?, iron ? 
biAi	D58-M17-G1-M17-M17, D58-M17-M17-U16-Y1, D58-M17-M17-X1-U16, U16-X1-Z2	wonder, marvel at verb, wonder, marvel at verb infinitive, wonder, miracle 
biAt	D58-M17-X1-N41-N25, D58-N41-X1-W10, U16-X1-O39	beer vessel , gritstone , quarry noun
biAty	D58-M17-X1-Z4-U16B-Y1-Z2	marvellous person of king 
biAw	D58-F18-N41-G43-Z2-N25, D58-F18-W10-G43-Z2B, D58-M17-G1-G43-O39-Z2, D58-M17-G43-W10-U16-Y1-Z2, D58-M17-G43-Z3, D58-M17-N41-F18-N25, D58-M17-N41-N25, D58-M17-N41-O39-Z2, D58-M17-W10-G43-U16-Z2, U16-Z2	mining region, a mine , the produce of a mine , wonders, marvels 
biAy	D58-N41-F18, D58-N41-U16A-G1-M17, D58-N41-Z24-G1-M17, D58-N41-Z24-G43	consisting of bronze , consisting of bronze ? 
biAyt	D58-F18-N41-M17-M17-X1-N25, D58-M17-M17-X1-U16-Y1-Z2, D58-M17-W10-F18-M17-M17-X1-Z5-Y1-Z2, D58-M17-W10-X1-F18-Y1, D58-M17-X1-U16-Y1-N33A, U16-Y1-X1-Z2	firmament , miracle , miracle, marvels , miracles, marvels 
bibi	D58-M17-D58-M17-A2, D58-M17-D58-M17-T30A	acclamation , symptom of disease 
bik	D58-M17-V31-G6, D58-M17-V31-G6-P1, D58-M17-V31-P1	falcon , falcon' ship of the king 
bikt	D58-V31-X1-G158	female falcon 
bin	D58-M17-N35-G37	bad, evil adjective, evil noun
bint	D58-M17-N35-X1-G37	evil noun
bint Hr ib	D58-M17-N35-X1-G37-D2-Z1-F34-Z1	what is displeasing 
bit	D58-M17-G1-X1-F18-Y1-Z2, D58-M17-W10-F18-X1-A2, D58-M17-W10-X1-Y1V-Z3, D58-M17-X1-A2, D58-M17-X1-F18, D58-M17-X1-N18, D58-M17-X1-O39, D58-M17-X1-W88, G29-M17-X1-N21, G29A-M17-N21, L2-X1-W24-Z2, L2-X1-Z1, L2-X1-Z5, L2-X1-Z5-I12, U16-X1-Y1-Z2	a loaf , bee , block of stone , character, qualities , Crown of Lower Egypt , goddess of Lower Egypt , honey , vase in oval form 
bity	D58-M17-X1-S4, L2, L2-X1-Z4-A45, S4	King of Lower Egypt 
biw	D58-M17-G43-L2-Z3A	wasp 
bkA	D58-D28-B2, D58-D28-B2-Y1, D58-D28-B2A, D58-D28-D3, D58-D28-N5-Z4B, D58-G29-D28-N14	be pregnant , lock of hair , morning , tomorrow , tomorrow, morning 
bkAt	D58-D28-X1-B2	pregnant woman 
bkk	D58-V31-V31-D3	hair 
bkyt	R7-G29-D28-Z1-M17-M17-X1-O1, R7-G29-Z1-D28-Z1-M17-M17-X1-O1	precinct 
bn	D58-N35	negative particle 
bnbn	D58-N35-D58-N35-O24	Benben stone the sacred stone of ON 
bnbnt	D58-N35-D58-N35-X1-M3, D58-N35-D58-N35-X1-O24	pyramidion , stem of ship? 
bnf	D58-N35-I9-Aa3B, D58-N35-I9-F51, D58-N35-I9-H8	gall 
bniw	D58-N35-M17-Z7-M30-W24-Z2, D58-N35-M17-Z7-W24-Z2	date - wine , date-wine 
bnn	D58-N35-N35-D53, D58-N35-N35-D54, D58-N35-N35-H8, D58-N35-N35-N33-Z2	bead, pellet , become erect of male, overflow , beget, become erect of male, overflow 
bnnt	D58-N35-N35-X1-N33-Z2	pellet 
bnr	D58-M30-N35, D58-N35-D21, D58-N35-D21-M17-M30, D58-N35-D21-M17-M30-Y1, D58-N35-M17-M30-N33-Z2, D58-Z7-N35-Z2-D21-D6-Z2, M30-M33, M30-Z1-U9-Z2, M30-Z1-Y1	dates noun, globe of the eye , sweet, pleasant 
bnrt	D58-M30-X1, D58-N35-D21-M17-X1-M30, D58-N35-M17-X1-M30-Y1, M30-X1-M54, M30-X1-X4-Z2	date-cakes , date-palm , sweetness 
bnrt bnit	D58-N35-D21-M17-X1-M30	dates noun
bnrytyw	D58-N35-D21-M17-M17-X1-Z4-M30-A24-A1-Z2	confectioners 
bnS	D58-N35-N37-M3	doorpost 
bnt	D58-N35-X1-M3, D58-N35-X1-Y7	harp noun
bntwt	D58-N35-X1-X1-D27-F51-Z2	deep-bosomed of women 
bnty	D58-N35-X1-Z4-D27-D27, D58-N35-X1-Z4-E35, D58-N35-X1-Z4-E51	pair of breasts, nipples , two baboons which greet the morning sun 
bnw	D58-N35-W24-G43-G31, D58-N35-W24-G43-G39	heron 
bnwt	D58-N35-W24-G43-O39-X1	hard sandstone, corn-rubber 
bq	D58-N29-Y1	be hostile to someone ? 
bqbqw	D58-N29-D58-N29-Z7-D54	recalcitrance ? 
bqsw	D58-N29-M23-G43-F51, D58-N29-M23-Z7-F51	spinal column , spine 
br	D58-D21-D12-D12	eyes 
bs	D58-O34-K1, D58-S29-K1-D54, D58-S29-K1-Y1	enter verb intransitive, instal verb transitive, inter, bring in a state of affairs, reveal a secret verb transitive, introduce someone into verb transitive, introduce someone into, instal, initiate into verb transitive, secret noun
bsA	D58-M8-G1-U9-Z2, D58-V16-G1	malted barley ? , protect 
bsi	D58-N37-D26, D58-S29-D54, D58-S29-K1-D54	flow forth of water verb, influx of foreign migrants noun, spit, spit out 
bsk	D58-S29-V31-T30	disembowel 
bskw	D58-S29-V31-G43-Aa2, D58-S29-V31-G43-F34-Z2, D58-S29-V31-G43-T30A-T30A-T30A	entrails 
bsn	D58-O34-N35-W10	gypsum ? 
bST	D58-N37-V13-A24, D58-N37-X1-D19, N37-D58-X1-D19-D40	rebel against verb
bSttyw	D58-N37-X1-U30-X1-G4-A14-Z3	rebels 
bStw	D58-N37-X1-D19, D58-N37-X1-U30-D40, D58-N37-X1-Z7-D19	rebellion 
bsw	D58-K1-G43, D58-N37-G43-D26-Z2, D58-S29-G43-Q7, D58-S29-K1, D58-S29-K1-D54-A40, D58-S29-Q7, D58-S29-Z7-K1-D54, D58-S29-Z7-K1-D54-Z2	flame , morbid discharges , result, consequence , secret image of god , vomit, spittle 
bT	D58-V13-D40, D58-V13-D54, D58-V15-X1, D58-X1-U30-G1-D54, D58-X1-U30-G1-D56-D54	abandon, forsake verb transitive, run verb intransitive
btA	D58-X1-U30-G1-G37, D58-X1-U30-G1-Z9-G37-A1, D58-X1-U30-Z9-G37	wrong, crime , wrongdoer 
btAt	D58-X1-U30-G1-X1-Z9-Y1-Z2	harm, injury 
btk	D58-X1-V31-Aa2-Z2, D58-X1-V31-D54	sink of the heart ? , squalor ? 
btkbtk	D58-X1-V31-D58-X1-V31-D54	escape 
btktk	D58-X1-V31-X1-V31-D54	escape ? 
btn	D58-V13-N35-D56-D54, D58-X1-N35-D19-A24	disobey, defy 
btn ib	D58-X1-N35-D19-A24-F34-Z1	insolent man 
btnw	D58-V13-N35-W24-G43-D19-Z1, D58-V13-N35-W24-G43-D36-A1, D58-X1-N35-W24-D40, D58-X1-N35-W24-G43-D19-A14	defiant man, rebel 
bTw	D58-V13-X1-Z7-I14	incurable disease or person 
bw	D58, D58-G43, D58-G43-K1-Z2, D58-G43-M70, D58-G43-N25, D58-Z1	detest , place , place in reference to desert 
bw Hwrw	D58-G43-V28-D21-G36-G43-G37	evil 
bw mAa	D58-G43-U2-Aa11, D58-Z1-U5-D36-Y1V	truth 
bw nb	D58-G43-V30	everyone 
bw nbw	D58-G43-V30-A1-B1-Z2	everyone, everybody 
bw nfr	D58-F35, D58-G43-F35-I9-D21	good , good, goodness 
bwA	D58-V4-G1-A1, D58-Z4-G1-Z7-Z4-A30	magnate, notable 
bwAt	D58-V4-G1-X1-N23-Z1, D58-V4-G1-Z7-X1-A30-N23-Z1	hiding - place for wildfowl , hiding-place for wild fowl 
bwt	D58-G43-X1-G37, D58-G43-X1-K1, D58-G43-X1-K2-A2, D58-G43-X1-K2-Z2, D58-Z7-Z4-K2-Z2	abomination noun, detest , abominate verb, detest , abominate, abomination 
bwytyw	D58-G43-M17-M17-G4-K1-G37-Z3	those who are abominated 
bXbX	D58-F32-D58-F32-A24	pride ? as a bad quality 
bxn	D58-Aa1-N35-O1	country mansion 
bxnt	D58-Aa1-N35-X1-F5-O1, D58-Aa1-N35-X1-F5-O21B, O32	pylon 
bxnty	D58-Aa1-N35-X1-F5-O137	pylons plural
bxnw	D58-Aa1-N35-W24-G43-O39, D58-F32-N35-D6-O39, D58-F32-N35-O39	basalt ? greywacke ? , basalt ?, greywacke ? 
bxxw	D58-Aa1-Aa1-G43-Q7	heat ? 
byby	D58-G29-G1-M17-M17-O50-Z4-Z7-G39	wasp 
d ib r	D46-F34-Z1-D21	set one's heart on 
dA	D46-G1-D52, D46-G1-D54, D46-G1-G41-Aa2, I10-D36-P5, I10-D36-T14-D54, I10-D36-X3, U28-G1-Z9-M3, U28-Z1	a type of bread , become loose, wobble of decaying limbs , copulate , fire - drill , shake, tremble , spear fish , storm, storm - wind 
DA r	U28-G1-Z9-D40-D21-Z1	be contentious 
DA rd	U28-G1-Z9-D40-D46-D21-D56	impede 
DA tA	U28-G1-Z9-P1-N16-N23-Z1	be busied, interfere with 
Dab	I10-D36-T20-D58	coal - black 
DAbHw	U28-G1-D58-V28-G43-D36-A1	type of fisherman 
Dabt	I10-D36-D58-X1-N33-Z2	charcoal, soot 
dAbw	D46-D58-G43-M43-N33-Z2, D46-D58-V12-N33-Z2, D46-G1-D58-M43-N33-Z2	figs 
dAdA	D1-Z1, D46-G1-D46-G1-D53, U28-G1-U28-G1-D1-Z1, U28-U28-D1	copulate, masturbate, misbehave, rape, sodomize ?, , head, tip of bow 
DADAt	U28-G1-U28-G1-X1-M3, U28-I10-D12-X1-A1-A1-A1, U28-U28-W24-X1-Aa8-A1-Z2	lyre , magistrates, assessors 
DADAw	U28-G1-U28-G1-Z7-W24	pot 
DAdw	U28-G1-D46-G43-O1, U28-G1-D46-G43-O27	audience hall 
DAf	U28-G1-I9-Q7	heat, burn verb
DAhy	U28-O4-Z4-N25	part of Palestine & Phoenicia locality
DAi	D46-G1-M17-D54, U28-G1-Z9-D40, U28-G1-Z9-P1, U28-G1-Z9-P4, U28-P1, U28-Z9-D40, U28-Z9-M17-M17	extend arm, oppose oneself, pierce, transfix verb, ferry one across, cross sky , ferry one across, cross sky verb, pierce, transfix verb, reach out of child's mouth after milk verb, reach out of child's mouth after milk, take the breast to, devour food, provide with, verb, subdue lands 
dAir	D46-G1-M17-D21-T12-A24	rape 
DAis	U28-G1-M17-S29-A2, U28-G1-M17-S29-A211, U28-G1-M17-S29-Z5, U28-G1-S29-A2, U28-M17-S29-A24	argument, dispute , civil war , dispute, argue, oppose actions 
DAisw	U28-G1-M17-S29-G43-A2-A1	disputant 
dAiw	D46-E9-G43-N18, D46-G1-M17-S29, D46-G1-M17-Z7-S28, D46-G43-M17-G43-N21, N18-Z1-S28	loin - cloth 
DAlm DArm	U28-G1-E23-G20-M2-Z2	Aspalathos fragrant African wood
Dam	I10-D36-G17-S41	a sceptre 
DAmw	S41-G17-G43-S12-N33-Z2, S41-G17-S12-N33-Z2, S41-G17-Z7-S12, S41-S12-N33-Z2, U28-G1-G17-T14-A1-Z2, U28-G1-G17-Z7-A17-A1-Z2, U28-G1-W24-G43-D156-D156-D156, U28-W24-G43-D77-D77-D77	fine gold, electrum , young men , young men, troops 
Dar	D46-G1-D21-T12-Y2, D46-G1-M17-D21-T12-A24, I10-D36-D21-Aa21-Y1, I10-D36-D21-M3B-D54, I10-D36-D21-T14-D54, I10-D36-D21-T14-Y1, I10-D36-T14, I10-D36-T14-A2, M3B-Y1, T12-A24	control a tribe , control temper, subdue foes, supress evil, rob someone, steal goods , search out, investigate , search out, investigate, seek, probe, palpate wound, plan work, take thought for , seek , subdue foes 
dAr ib	D46-G1-D21-T12-Y2-F34-Z1	self denial, self control 
DArt	U28-G1-D21-X1-N33-Z2	bitter gourd 
DArw	U28-D21-Z7-Aa2-Z2, U28-G1-D21-G43-A2, U28-G1-D21-G43-V32-A2, U28-G1-D21-Y1-Z2	need 
Daryt	I10-D36-D21-M17-M17-X1-M3	lock on door 
DAt	I10-D36-X1-Aa2-Z2, U28-X1-D47, U28-X1-O39-G39, U29-X1-Z2	balance, remainder, deficiency , crane , hand, handfull , vein of ore 
DAtt	Aa8-N23-Z1, Aa8-X1-O49, Aa8-X1-X1, N24-X1-O49, U28-X1-X1-Aa8	estate 
DAw	U28-G1-G43-N2, U28-G1-S28, U28-G43-S28, U28-Z1-S28	mat , night 
dAwt	D46-G1-G43-X1-G39-Z2, D46-G1-G43-X1-Z2-Aa2	shaking, trembling 
DAyt	U28-G1-M17-M17-X1-G37-Z2, U28-G1-M17-M17-X1-V6, U28-G1-X1-Y2, U28-X1, U28-X1-Z9	robe , wrongdoing 
DAytyw	U28-G1-M17-M17-G4, U28-G1-Z9-G4-A59A-Z3	opponents 
DAyw	U28-G1-M17-M17-Z7-Z6	opponent 
db	D46-D58-E25, D46-D58-F16, D46-M17-D58-E25, F16-Z1	hippopotomus , horn of animal , horn of animal, wing of army 
DbA	D46-D58-G29-G1-T25-Y1, D50-D36-A2, D50-Z1, I10-D58-D36-D50, I34-D36-M2-Z2, T25, T25-D58-M2, T25-D58-O36-D40, T25-D58-O49, T25-D58-S115, T25-D58-S27, T25-D58-Y1, T25-Y1	clothe, adorn , Edfu locality, finger, thumb, toe, digit one twentyeigth cubit, 10,000 numeral , garment worn by god , mat of leaves , point the finger at , repay, make repayment, replace, restore,clothe, adorn, provide, pad , replace, restore , stop up, block , unknown plant 
DbAt	T25-D58-X1-O1, T25-X1-O1	robing - room , robing - room, sarcophagus 
DbAw	D46-D58-G29-G1-Z7-T25-Y1-Z2, D50-D36-G43-A2, T25-D58, T25-D58-G1-Z7-Y1-Z2, T25-D58-G43-M3-Z2, T25-D58-G43-R40-R40-Z3, T25-D58-G43-Y1-Z2, T25-G43-S4	altars , crowning , floats of net , payments, reward, compensation, bribes , reproach 
Dbawt	D50-D36-G43-X1-S20, D50-D36-M17-M17-X1-S20, D50-D36-X1-S20, D50-G43-X1-V9	signet, seal 
dbdb	D46-D58-D46-D58-A2	thump of heart 
dbH	D46-D58-V28-A2, D46-D58-V28-F18, D46-D58-V28-F18-A2, D46-F18-A2, D46-F18-D58-V28-Y1	ask for, beg, requisition from 
dbHt	D46-D58-V28-X1-F18, D46-F18-D58-V28-X1-Y1-Z2	necessaries 
dbHt Htp	D46-D58-V28-X1-F18-Z2-R4-X1-Q3-Z8-Z2, D46-F18-X1-R4-Z8, F18-D46-X1-R4-Z2, F18-X1-R4	altar , funerary meal 
dbHw	D46-D58-V28-G43-Z5, D46-F18-D58-V28-G43-Z5, D46-F18-D58-V28-U9, D46-F18-D58-V28-W10, D46-F18-V28-G43	measure for offerings , requirements, necessaries 
dbi	D46-D58-D36	stop up verb
dbn	D46-D58-N35-D12-D54, D46-D58-N35-F49-O39, F46-D54, F46-N35-D12, F46-N35-D54, F46-N35-N33-Z2, F46-N35-O39, F49-N35-D54, F49-N35-N34, F49-N35-O39	builder's mortar, potter's clay , go round a place, travel round a region verb transitive, go round a place, travel round a region, encircle with verb transitive, helmet , recur of plants in season verb intransitive, weight of about 91 grammes, weight of balance 
dbnt	D46-D58-N35-X1-D3, F46-N35-X1-D54	circuit of ocean , lock of hair 
dbnw	F46-N35-W24-G43-D54, F46-N35-W24-G43-S21	circumference of sky 
dbt	D46-D58-X1-F27, D46-D58-X1-O39, G22-D58-X1-O39, G22-D58-X1-O39-N34-N33A, G22-X1-O39	brick, ingot, slab of metal , female hippopotomus , target 
Dbw	I10-D58-G43-M3	pole of chariot 
Dd	I10-D46, I10-D46-R11, R11, R11-D46, R11-R11, R11-R11-Y1, R11-Z1	say, speak, speak of, utter speech, recite spell, tell to, expect , stable, enduring , the djed column 
Dd .i n mw	I10-D46-A1-N35-N35A	I speak in exactness 
Dd .i wrt	I10-D46-A1-G36-D21-X1	I say something important 
Dd mdw	I10-D46-S43-Z1-Z2, I10-S43, S43-I10	recitation , words to be spoken, to be pronounced 
Dd mdw in	S43-I10-M17-N35	recitation by 
DdA	I10-D46-D19, I10-D46-G1-Aa2, I10-D46-G1-F5	fat adjective
Ddb	I10-D46-Aa15-T30, I10-D46-D58-D36, I10-D46-D58-T30	incite , sting, incite 
Ddf	I10-D46-I9-G37, I10-D46-I9-Y1	creep of flesh , stand on end of hair, creep of flesh 
Ddft	I10-D46-I9-X1-I14	snake, internal bodily worm 
